"cycle.number"	"Ns"	"time.s"	"X.I..mA"	"Ecell.V"	"Q.discharge.mA.h"	"Q.charge.mA.h"	"dq.mA.h"	"X.Q.Qo..mA.h"	"Capacity.mA.h"	"Energy.charge.W.h"	"Energy.discharge.W.h"	"X"
0	1	7200,29634199571	-0,10482427069355	2,0471034	7,3395191753904e-06	0	-1,45589271767272e-06	-7,3395191753904e-06	7,3395191753904e-06	0	1,52740585713969e-08	NA
0	1	7200,34634199808	-0,104857335474599	2,0319879	8,79587112615506e-06	0	-1,45635195076466e-06	-8,79587112615506e-06	8,79587112615506e-06	0	1,82333481215054e-08	NA
0	1	7200,39834200055	-0,104835958613639	2,0168331	1,03101683780551e-05	0	-1,51429725190004e-06	-1,03101683780551e-05	1,03101683780551e-05	0	2,12874328923142e-08	NA
0	1	7200,45234200312	-0,104842407271266	2,00156	1,18828045618203e-05	0	-1,5726361837652e-06	-1,18828045618203e-05	1,18828045618203e-05	0	2,44351585294575e-08	NA
0	1	7200,50834200578	-0,104910249495485	1,9861689	1,35147418537074e-05	0	-1,63193729188707e-06	-1,35147418537074e-05	1,35147418537074e-05	0	2,76764615623433e-08	NA
0	1	7200,56634200853	-0,104841752971396	1,9709352	1,52038590651419e-05	0	-1,68911721143458e-06	-1,52038590651419e-05	1,52038590651419e-05	0	3,10056021743357e-08	NA
0	1	7200,62634201138	-0,104874260709385	1,9557016	1,69517634933194e-05	0	-1,74790442817741e-06	-1,69517634933193e-05	1,69517634933194e-05	0	3,44239816429638e-08	NA
0	1	7200,68834201433	-0,104872292394266	1,9405861	1,8757897503674e-05	0	-1,80613401035468e-06	-1,8757897503674e-05	1,8757897503674e-05	0	3,79289401802927e-08	NA
0	1	7200,75234201737	-0,104873523489992	1,9253525	2,06223157876068e-05	0	-1,86441828393274e-06	-2,06223157876068e-05	2,06223157876068e-05	0	4,15186024988909e-08	NA
0	1	7200,82234202069	-0,10486498275016	1,9097645	2,26613572157092e-05	0	-2,03904142810239e-06	-2,26613572157092e-05	2,26613572157092e-05	0	4,54126914899631e-08	NA
0	1	7200,89234202402	-0,104873979645115	1,8945702	2,4700573583444e-05	0	-2,0392163677348e-06	-2,4700573583444e-05	2,4700573583444e-05	0	4,9276130115734e-08	NA
0	1	7200,96834202763	-0,104838109840486	1,8791004	2,6913822674089e-05	0	-2,21324909064505e-06	-2,6913822674089e-05	2,6913822674089e-05	0	5,34350474600722e-08	NA
0	1	7201,04634203133	-0,104856144145922	1,8638275	2,91857059051593e-05	0	-2,27188323107031e-06	-2,91857059051593e-05	2,91857059051593e-05	0	5,76694458278776e-08	NA
0	1	7201,13034203532	-0,104906968934046	1,8484757	3,16335352965527e-05	0	-2,4478293913934e-06	-3,16335352965527e-05	3,16335352965527e-05	0	6,21941989625337e-08	NA
0	1	7201,2183420395	-0,104847244002323	1,833124	3,41964680494534e-05	0	-2,56293275290065e-06	-3,41964680494534e-05	3,41964680494534e-05	0	6,68923726087706e-08	NA
0	1	7201,31034204387	-0,104846194265629	1,8180084	3,6875870919062e-05	0	-2,67940286960867e-06	-3,6875870919062e-05	3,6875870919062e-05	0	7,17635495939318e-08	NA
0	1	7201,41034204862	-0,104880165095545	1,8027354	3,97892089767589e-05	0	-2,91333805769682e-06	-3,97892089767589e-05	3,97892089767589e-05	0	7,70155273822102e-08	NA
0	1	7201,51634205366	-0,104842956838769	1,7875412	4,28762517414159e-05	0	-3,08704276465707e-06	-4,28762517414159e-05	4,28762517414159e-05	0	8,25337433590759e-08	NA
0	1	7201,63034205907	-0,104868494483124	1,7723075	4,61970875577794e-05	0	-3,32083581636349e-06	-4,61970875577794e-05	4,61970875577794e-05	0	8,84192856329774e-08	NA
0	1	7201,75634206505	-0,104865420182005	1,7572707	4,9867377438479e-05	0	-3,67028988069958e-06	-4,9867377438479e-05	4,9867377438479e-05	0	9,48689784780044e-08	NA
