cycle number	Ns	time/s	<I>/mA	Ecell/V	Q discharge/mA.h	Q charge/mA.h	dq/mA.h	(Q-Qo)/mA.h	Capacity/mA.h	Energy charge/W.h	Energy discharge/W.h	
0,000000000000000E+000	1	6,876945127540804E+004	-9,000245610117978E-002	1,5640572E-001	1,539016885252798E+000	0,000000000000000E+000	-1,500041010458850E-002	-1,539016879680885E+000	1,539016885252798E+000	0,000000000000000E+000	3,944211209064172E-004
0,000000000000000E+000	1	6,936945130558289E+004	-9,000072568728354E-002	1,5561828E-001	1,554017006955056E+000	0,000000000000000E+000	-1,500012170225796E-002	-1,554017001160118E+000	1,554017006955056E+000	0,000000000000000E+000	3,967554140480985E-004
0,000000000000000E+000	1	6,996945133575774E+004	-9,000177815741299E-002	1,5479146E-001	1,569017304069011E+000	0,000000000000000E+000	-1,500029711395502E-002	-1,569017298050424E+000	1,569017304069011E+000	0,000000000000000E+000	3,990773319304190E-004
0,000000000000000E+000	1	7,056945136593259E+004	-9,000160836186863E-002	1,5392525E-001	1,584017572883707E+000	0,000000000000000E+000	-1,500026881469621E-002	-1,584017566641673E+000	1,584017572883707E+000	0,000000000000000E+000	4,013862521319044E-004
0,000000000000000E+000	1	7,116945139610744E+004	-9,000028291127153E-002	1,5294094E-001	1,599017620789959E+000	0,000000000000000E+000	-1,500004790625225E-002	-1,599017614324797E+000	1,599017620789959E+000	0,000000000000000E+000	4,036803736162893E-004
0,000000000000000E+000	1	7,176945142628229E+004	-8,999931905285466E-002	1,5211412E-001	1,614017508053134E+000	0,000000000000000E+000	-1,499988726317469E-002	-1,614017501363605E+000	1,614017508053134E+000	0,000000000000000E+000	4,059620683140161E-004
0,000000000000000E+000	1	7,236945145645714E+004	-8,999972632213320E-002	1,5101171E-001	1,629017463194525E+000	0,000000000000000E+000	-1,499995514139119E-002	-1,629017456283205E+000	1,629017463194525E+000	0,000000000000000E+000	4,082272371208194E-004
0,000000000000000E+000	1	7,296945148663200E+004	-9,000273499000722E-002	1,4994864E-001	1,644017919780587E+000	0,000000000000000E+000	-1,500045658606208E-002	-1,644017912645795E+000	1,644017919780587E+000	0,000000000000000E+000	4,104765352101467E-004
0,000000000000000E+000	1	7,356945151680685E+004	-9,000968055224411E-002	1,4892496E-001	1,659019533960413E+000	0,000000000000000E+000	-1,500161417982645E-002	-1,659019526603694E+000	1,659019533960413E+000	0,000000000000000E+000	4,127106500271076E-004
0,000000000000000E+000	1	7,416945154698170E+004	-9,001922397874473E-002	1,4770442E-001	1,674022738711403E+000	0,000000000000000E+000	-1,500320475098987E-002	-1,674022731130703E+000	1,674022738711403E+000	0,000000000000000E+000	4,149266897201103E-004
0,000000000000000E+000	1	7,476945157715655E+004	-9,002512475682105E-002	1,4652325E-001	1,689026926925455E+000	0,000000000000000E+000	-1,500418821405205E-002	-1,689026919121601E+000	1,689026926925455E+000	0,000000000000000E+000	4,171251521727971E-004
0,000000000000000E+000	1	7,536945160733140E+004	-9,003133329484736E-002	1,4514521E-001	1,704032149895897E+000	0,000000000000000E+000	-1,500522297044181E-002	-1,704032141868588E+000	1,704032149895897E+000	0,000000000000000E+000	4,193030883765791E-004
0,000000000000000E+000	1	7,596945163750625E+004	-9,003405552891487E-002	1,4368843E-001	1,719037826572040E+000	0,000000000000000E+000	-1,500567667614255E-002	-1,719037818320778E+000	1,719037826572040E+000	0,000000000000000E+000	4,214592304305613E-004
0,000000000000000E+000	1	7,656945166768110E+004	-9,003423668942528E-002	1,4223164E-001	1,734043533441602E+000	0,000000000000000E+000	-1,500570686956247E-002	-1,734043524967643E+000	1,734043533441602E+000	0,000000000000000E+000	4,235935167759955E-004
0,000000000000000E+000	1	7,716945169785596E+004	-9,003484178819869E-002	1,4061739E-001	1,749049341160965E+000	0,000000000000000E+000	-1,500580771936311E-002	-1,749049332463298E+000	1,749049341160965E+000	0,000000000000000E+000	4,257035942249075E-004
0,000000000000000E+000	1	7,776945172803081E+004	-9,003568933635277E-002	1,3880625E-001	1,764055290138361E+000	0,000000000000000E+000	-1,500594897739589E-002	-1,764055281216477E+000	1,764055290138361E+000	0,000000000000000E+000	4,277865137852477E-004
0,000000000000000E+000	1	7,836945175820566E+004	-9,003443491116835E-002	1,3699512E-001	1,779061030044883E+000	0,000000000000000E+000	-1,500573990652131E-002	-1,779061020900007E+000	1,779061030044883E+000	0,000000000000000E+000	4,298422269519909E-004
0,000000000000000E+000	1	7,896945178838051E+004	-9,003418982395942E-002	1,3486901E-001	1,794066729103534E+000	0,000000000000000E+000	-1,500569905865110E-002	-1,794066719735273E+000	1,794066729103534E+000	0,000000000000000E+000	4,318660307172303E-004
0,000000000000000E+000	1	7,956945181855536E+004	-9,003241963536417E-002	1,3262478E-001	1,809072133130737E+000	0,000000000000000E+000	-1,500540402720372E-002	-1,809072123537912E+000	1,809072133130737E+000	0,000000000000000E+000	4,338561190526924E-004
0,000000000000000E+000	1	8,016945184873021E+004	-9,003579940742519E-002	1,3006558E-001	1,824078100453313E+000	0,000000000000000E+000	-1,500596732257555E-002	-1,824078090636387E+000	1,824078100453313E+000	0,000000000000000E+000	4,358078788245665E-004
0,000000000000000E+000	1	8,076945187890506E+004	-9,003736928369421E-002	1,2734887E-001	1,839084329421946E+000	0,000000000000000E+000	-1,500622896863355E-002	-1,839084319380456E+000	1,839084329421946E+000	0,000000000000000E+000	4,377189051272682E-004
0,000000000000000E+000	1	8,136945190907991E+004	-9,003928565247472E-002	1,2439594E-001	1,854090877785393E+000	0,000000000000000E+000	-1,500654836344636E-002	-1,854090867521858E+000	1,854090877785393E+000	0,000000000000000E+000	4,395856588797935E-004
0,000000000000000E+000	1	8,196945193925477E+004	-9,004333590602490E-002	1,2097055E-001	1,869098101191131E+000	0,000000000000000E+000	-1,500722340573867E-002	-1,869098090704092E+000	1,869098101191131E+000	0,000000000000000E+000	4,414010909071271E-004
0,000000000000000E+000	1	8,256945196942962E+004	-9,004623733081840E-002	1,1734828E-001	1,884105808167693E+000	0,000000000000000E+000	-1,500770697656191E-002	-1,884105797457952E+000	1,884105808167693E+000	0,000000000000000E+000	4,431622195605371E-004
0,000000000000000E+000	1	8,316945199960447E+004	-9,004660272011233E-002	1,1317480E-001	1,899113576042474E+000	0,000000000000000E+000	-1,500776787478063E-002	-1,899113565108495E+000	1,899113576042474E+000	0,000000000000000E+000	4,448607207415646E-004
0,000000000000000E+000	1	8,376945202977932E+004	-9,004006584929591E-002	1,0805639E-001	1,914120254438730E+000	0,000000000000000E+000	-1,500667839625643E-002	-1,914120243282359E+000	1,914120254438730E+000	0,000000000000000E+000	4,464822882168776E-004
0,000000000000000E+000	1	8,436945205995417E+004	-9,003925276774946E-002	1,0274111E-001	1,929126797321389E+000	0,000000000000000E+000	-1,500654288265854E-002	-1,929126785941323E+000	1,929126797321389E+000	0,000000000000000E+000	4,480240770500566E-004
0,000000000000000E+000	1	8,496945209012902E+004	-9,004429844474533E-002	9,6284032E-002	1,944134181150255E+000	0,000000000000000E+000	-1,500738382886681E-002	-1,944134169546912E+000	1,944134181150255E+000	0,000000000000000E+000	4,494690484728902E-004
0,000000000000000E+000	1	8,556945212030387E+004	-9,004255962748867E-002	8,8488296E-002	1,959141275176232E+000	0,000000000000000E+000	-1,500709402597613E-002	-1,959141263349073E+000	1,959141275176232E+000	0,000000000000000E+000	4,507970006462732E-004
0,000000000000000E+000	1	8,616945215047873E+004	-9,003976938966579E-002	7,9196401E-002	1,974147904162547E+000	0,000000000000000E+000	-1,500662898631559E-002	-1,974147892110290E+000	1,974147904162547E+000	0,000000000000000E+000	4,519854716522376E-004
0,000000000000000E+000	1	8,676945218065358E+004	-9,004573692317761E-002	6,7424044E-002	1,989155527737831E+000	0,000000000000000E+000	-1,500762357528425E-002	-1,989155515462980E+000	1,989155527737831E+000	0,000000000000000E+000	4,529973463247084E-004
0,000000000000000E+000	1	8,736945221082843E+004	-9,004773854400540E-002	5,2620016E-002	2,004163484916604E+000	0,000000000000000E+000	-1,500795717877232E-002	-2,004163472417506E+000	2,004163484916604E+000	0,000000000000000E+000	4,537870652721593E-004
0,000000000000000E+000	1	8,787082823604345E+004	-9,004887301854915E-002	3,7619121E-002	2,016704692146919E+000	0,000000000000000E+000	-1,254120723031461E-002	-2,016704679461138E+000	2,016704692146919E+000	0,000000000000000E+000	4,542588544691167E-004
0,000000000000000E+000	1	8,831963425861439E+004	-9,004699053211254E-002	2,2618227E-002	2,027930700942808E+000	0,000000000000000E+000	-1,122600879588889E-002	-2,027930688090200E+000	2,027930700942808E+000	0,000000000000000E+000	4,545127668810767E-004
0,000000000000000E+000	1	8,839991626265203E+004	-9,004466388754494E-002	2,0059019E-002	2,029938747073305E+000	0,000000000000000E+000	-2,008046130496595E-003	-2,029938734191019E+000	2,029938747073305E+000	0,000000000000000E+000	4,545530463172181E-004
0,000000000000000E+000	1	8,840991626315494E+004	-8,825172010139294E-002	2,0688979E-002	2,030183890752582E+000	0,000000000000000E+000	-2,451436792769366E-004	-2,030183877866686E+000	2,030183890752582E+000	0,000000000000000E+000	4,545581180896397E-004
0,000000000000000E+000	1	8,841991626365785E+004	-8,753206012367154E-002	2,0807095E-002	2,030427035376264E+000	0,000000000000000E+000	-2,431446236827307E-004	-2,030427022486884E+000	2,030427035376264E+000	0,000000000000000E+000	4,545631772228922E-004
0,000000000000000E+000	1	8,842991626416077E+004	-8,680630387110598E-002	2,0728352E-002	2,030668164010255E+000	0,000000000000000E+000	-2,411286339908838E-004	-2,030668151117464E+000	2,030668164010255E+000	0,000000000000000E+000	4,545681754219859E-004
0,000000000000000E+000	1	8,843991626466368E+004	-8,609963575473024E-002	2,0767724E-002	2,030907329677157E+000	0,000000000000000E+000	-2,391656669022308E-004	-2,030907316780769E+000	2,030907329677157E+000	0,000000000000000E+000	4,545731423485803E-004
0,000000000000000E+000	1	8,844991626516660E+004	-8,540491201219591E-002	2,0688979E-002	2,031144565555789E+000	0,000000000000000E+000	-2,372358786314726E-004	-2,031144552656031E+000	2,031144565555789E+000	0,000000000000000E+000	4,545780505166807E-004
0,000000000000000E+000	1	8,845991626566951E+004	-8,471057425740081E-002	2,0885840E-002	2,031379872718337E+000	0,000000000000000E+000	-2,353071625489328E-004	-2,031379859815000E+000	2,031379872718337E+000	0,000000000000000E+000	4,545829651044423E-004
0,000000000000000E+000	1	8,846991626617243E+004	-8,404155879556743E-002	2,0767724E-002	2,031613321504510E+000	0,000000000000000E+000	-2,334487861726019E-004	-2,031613308597621E+000	2,031613321504510E+000	0,000000000000000E+000	4,545878133044347E-004
0,000000000000000E+000	1	8,847991626667534E+004	-8,338484604174115E-002	2,0728352E-002	2,031844946088497E+000	0,000000000000000E+000	-2,316245839868983E-004	-2,031844933178251E+000	2,031844946088497E+000	0,000000000000000E+000	4,545926145002388E-004
0,000000000000000E+000	1	8,848991626717825E+004	-8,274557134112263E-002	2,0728352E-002	2,032074794909338E+000	0,000000000000000E+000	-2,298488208403190E-004	-2,032074781995585E+000	2,032074794909338E+000	0,000000000000000E+000	4,545973788874001E-004
0,000000000000000E+000	1	8,849991626768117E+004	-8,209899151497936E-002	2,0688979E-002	2,032302847675015E+000	0,000000000000000E+000	-2,280527656773726E-004	-2,032302834757964E+000	2,032302847675015E+000	0,000000000000000E+000	4,546020970662699E-004
0,000000000000000E+000	1	8,850991626818408E+004	-8,146920381250139E-002	2,0688979E-002	2,032529151030320E+000	0,000000000000000E+000	-2,263033553047313E-004	-2,032529138110007E+000	2,032529151030320E+000	0,000000000000000E+000	4,546067790516253E-004
0,000000000000000E+000	1	8,851991626868700E+004	-8,084727664352120E-002	2,0807095E-002	2,032753726810069E+000	0,000000000000000E+000	-2,245757797484596E-004	-2,032753713886522E+000	2,032753726810069E+000	0,000000000000000E+000	4,546114518211805E-004
0,000000000000000E+000	1	8,852991626918991E+004	-8,022527455746678E-002	2,0728352E-002	2,032976574806158E+000	0,000000000000000E+000	-2,228479960891936E-004	-2,032976561879296E+000	2,032976574806158E+000	0,000000000000000E+000	4,546160710927852E-004
0,000000000000000E+000	1	8,853991626969283E+004	-7,962942592130136E-002	2,0688979E-002	2,033197767667064E+000	0,000000000000000E+000	-2,211928609054949E-004	-2,033197754737023E+000	2,033197767667064E+000	0,000000000000000E+000	4,546206473472295E-004
0,000000000000000E+000	1	8,854991627019574E+004	-7,903396308214031E-002	2,0846467E-002	2,033417306464444E+000	0,000000000000000E+000	-2,195387973801957E-004	-2,033417293531025E+000	2,033417306464444E+000	0,000000000000000E+000	4,546252239556265E-004
0,000000000000000E+000	1	8,855991627069865E+004	-7,845093292486820E-002	2,0688979E-002	2,033635225733528E+000	0,000000000000000E+000	-2,179192690841026E-004	-2,033635212796794E+000	2,033635225733528E+000	0,000000000000000E+000	4,546297324827984E-004
0,000000000000000E+000	1	8,856991627120157E+004	-7,786769014442781E-002	2,0807095E-002	2,033851524883696E+000	0,000000000000000E+000	-2,162991501680679E-004	-2,033851511943750E+000	2,033851524883696E+000	0,000000000000000E+000	4,546342330397367E-004
0,000000000000000E+000	1	8,857991627170448E+004	-7,729723454299321E-002	2,0728352E-002	2,034066239434892E+000	0,000000000000000E+000	-2,147145511955023E-004	-2,034066226491903E+000	2,034066239434892E+000	0,000000000000000E+000	4,546386837184365E-004
0,000000000000000E+000	1	8,858991627220740E+004	-7,674131070819611E-002	2,0925213E-002	2,034279409753135E+000	0,000000000000000E+000	-2,131703182434042E-004	-2,034279396807121E+000	2,034279409753135E+000	0,000000000000000E+000	4,546431443526767E-004
0,000000000000000E+000	1	8,859991627271031E+004	-7,617051236666025E-002	2,0728352E-002	2,034490994520350E+000	0,000000000000000E+000	-2,115847672149539E-004	-2,034490981571297E+000	2,034490994520350E+000	0,000000000000000E+000	4,546475301561138E-004
0,000000000000000E+000	1	8,860991627321322E+004	-7,562025543572959E-002	2,0728352E-002	2,034701050796013E+000	0,000000000000000E+000	-2,100562756632765E-004	-2,034701037843865E+000	2,034701050796013E+000	0,000000000000000E+000	4,546518842764407E-004
0,000000000000000E+000	1	8,861991627371614E+004	-7,506666688844560E-002	2,0807095E-002	2,034909569325634E+000	0,000000000000000E+000	-2,085185296212633E-004	-2,034909556370311E+000	2,034909569325634E+000	0,000000000000000E+000	4,546562229412691E-004
0,000000000000000E+000	1	8,862991627421905E+004	-7,455028596509672E-002	2,0728352E-002	2,035116653463730E+000	0,000000000000000E+000	-2,070841380953789E-004	-2,035116640505394E+000	2,035116653463730E+000	0,000000000000000E+000	4,546605154540836E-004
0,000000000000000E+000	1	8,863991627472197E+004	-7,403552745178484E-002	2,0610234E-002	2,035322307716994E+000	0,000000000000000E+000	-2,056542532642682E-004	-2,035322294755694E+000	2,035322307716994E+000	0,000000000000000E+000	4,546647540363189E-004
0,000000000000000E+000	1	8,864991627522488E+004	-7,351250274025356E-002	2,0807095E-002	2,035526509123764E+000	0,000000000000000E+000	-2,042014067702823E-004	-2,035526496159592E+000	2,035526509123764E+000	0,000000000000000E+000	4,546690028743626E-004
0,000000000000000E+000	1	8,865991627572780E+004	-7,298698128713575E-002	2,0688979E-002	2,035729250748647E+000	0,000000000000000E+000	-2,027416248826517E-004	-2,035729237781506E+000	2,035729250748647E+000	0,000000000000000E+000	4,546731973915731E-004
0,000000000000000E+000	1	8,866991627623071E+004	-7,248713663303723E-002	2,0649606E-002	2,035930603916087E+000	0,000000000000000E+000	-2,013531674403283E-004	-2,035930590946078E+000	2,035930603916087E+000	0,000000000000000E+000	4,546773552552205E-004
0,000000000000000E+000	1	8,867991627673362E+004	-7,197831295390716E-002	2,0807095E-002	2,036130543684348E+000	0,000000000000000E+000	-1,999397682605518E-004	-2,036130530711363E+000	2,036130543684348E+000	0,000000000000000E+000	4,546815154209474E-004
0,000000000000000E+000	1	8,868991627723654E+004	-7,148919955080675E-002	2,0767724E-002	2,036329124804198E+000	0,000000000000000E+000	-1,985811198502779E-004	-2,036329111828341E+000	2,036329124804198E+000	0,000000000000000E+000	4,546856394988641E-004
0,000000000000000E+000	1	8,869991627773945E+004	-7,101059713422112E-002	2,0688979E-002	2,036526376472824E+000	0,000000000000000E+000	-1,972516686262356E-004	-2,036526363493995E+000	2,036526376472824E+000	0,000000000000000E+000	4,546897204344852E-004
0,000000000000000E+000	1	8,870991627824237E+004	-7,052518178787100E-002	2,0767724E-002	2,036722279765421E+000	0,000000000000000E+000	-1,959032925963402E-004	-2,036722266783606E+000	2,036722279765421E+000	0,000000000000000E+000	4,546937889000242E-004
0,000000000000000E+000	1	8,871991627874528E+004	-7,004783965630146E-002	2,0649606E-002	2,036916857107585E+000	0,000000000000000E+000	-1,945773421641853E-004	-2,036916844122733E+000	2,036916857107585E+000	0,000000000000000E+000	4,546978068455469E-004
0,000000000000000E+000	1	8,872991627924819E+004	-6,959838337012315E-002	2,0767724E-002	2,037110185960003E+000	0,000000000000000E+000	-1,933288524175684E-004	-2,037110172972232E+000	2,037110185960003E+000	0,000000000000000E+000	4,547018218458225E-004
0,000000000000000E+000	1	8,873991627975111E+004	-6,915004171905829E-002	2,0728352E-002	2,037302269418882E+000	0,000000000000000E+000	-1,920834588797556E-004	-2,037302256428384E+000	2,037302269418882E+000	0,000000000000000E+000	4,547058034192847E-004
0,000000000000000E+000	1	8,874991628025402E+004	-6,869130713890252E-002	2,0767724E-002	2,037493078614975E+000	0,000000000000000E+000	-1,908091960930162E-004	-2,037493065621683E+000	2,037493078614975E+000	0,000000000000000E+000	4,547097660920328E-004
0,000000000000000E+000	1	8,875991628075694E+004	-6,823680611551969E-002	2,0767724E-002	2,037682625308162E+000	0,000000000000000E+000	-1,895466931867931E-004	-2,037682612312076E+000	2,037682625308162E+000	0,000000000000000E+000	4,547137025454689E-004
0,000000000000000E+000	1	8,876991628125985E+004	-6,778500676491263E-002	2,0610234E-002	2,037870917003090E+000	0,000000000000000E+000	-1,882916949275467E-004	-2,037870904004243E+000	2,037870917003090E+000	0,000000000000000E+000	4,547175832813181E-004
0,000000000000000E+000	1	8,877991628176277E+004	-6,734973975411994E-002	2,0649606E-002	2,038057999622926E+000	0,000000000000000E+000	-1,870826198367609E-004	-2,038057986621236E+000	2,038057999622926E+000	0,000000000000000E+000	4,547214464637749E-004
0,000000000000000E+000	1	8,878991628226568E+004	-6,691143247893326E-002	2,0688979E-002	2,038243864722493E+000	0,000000000000000E+000	-1,858650995666782E-004	-2,038243851718075E+000	2,038243864722493E+000	0,000000000000000E+000	4,547252918229083E-004
0,000000000000000E+000	1	8,879991628276859E+004	-6,647126630484278E-002	2,0688979E-002	2,038428507138181E+000	0,000000000000000E+000	-1,846424156882697E-004	-2,038428494130866E+000	2,038428507138181E+000	0,000000000000000E+000	4,547291118859607E-004
0,000000000000000E+000	1	8,880991628327151E+004	-6,605542994905896E-002	2,0649606E-002	2,038611994452823E+000	0,000000000000000E+000	-1,834873146418896E-004	-2,038611981442774E+000	2,038611994452823E+000	0,000000000000000E+000	4,547329008267805E-004
0,000000000000000E+000	1	8,881991628377442E+004	-6,563689205982520E-002	2,0767724E-002	2,038794319162159E+000	0,000000000000000E+000	-1,823247093355490E-004	-2,038794306149284E+000	2,038794319162159E+000	0,000000000000000E+000	4,547366872960482E-004
0,000000000000000E+000	1	8,882991628427734E+004	-6,522395029320073E-002	2,0728352E-002	2,038975496810974E+000	0,000000000000000E+000	-1,811776488150160E-004	-2,038975483795355E+000	2,038975496810974E+000	0,000000000000000E+000	4,547404428100455E-004
0,000000000000000E+000	1	8,883991628478025E+004	-6,480688531662170E-002	2,0688979E-002	2,039155515945907E+000	0,000000000000000E+000	-1,800191349329220E-004	-2,039155502927361E+000	2,039155515945907E+000	0,000000000000000E+000	4,547441672221397E-004
0,000000000000000E+000	1	8,884991628528317E+004	-6,441021997653704E-002	2,0767724E-002	2,039334433232618E+000	0,000000000000000E+000	-1,789172867106067E-004	-2,039334420211444E+000	2,039334433232618E+000	0,000000000000000E+000	4,547478829269942E-004
0,000000000000000E+000	1	8,885991628578608E+004	-6,401575980256216E-002	2,0767724E-002	2,039512254796568E+000	0,000000000000000E+000	-1,778215639500154E-004	-2,039512241772633E+000	2,039512254796568E+000	0,000000000000000E+000	4,547515758761807E-004
0,000000000000000E+000	1	8,886991628628899E+004	-6,361822008547942E-002	2,0885840E-002	2,039688972083470E+000	0,000000000000000E+000	-1,767172869025833E-004	-2,039688959056809E+000	2,039688972083470E+000	0,000000000000000E+000	4,547552667651705E-004
0,000000000000000E+000	1	8,887991628679191E+004	-6,322991119919792E-002	2,0846467E-002	2,039864610734523E+000	0,000000000000000E+000	-1,756386510531108E-004	-2,039864597705172E+000	2,039864610734523E+000	0,000000000000000E+000	4,547589282105953E-004
0,000000000000000E+000	1	8,888991628729482E+004	-6,283396233372952E-002	2,0728352E-002	2,040039149527561E+000	0,000000000000000E+000	-1,745387930381629E-004	-2,040039136495226E+000	2,040039149527561E+000	0,000000000000000E+000	4,547625461120562E-004
0,000000000000000E+000	1	8,889991628779774E+004	-6,244915810129183E-002	2,0885840E-002	2,040212619419900E+000	0,000000000000000E+000	-1,734698923387461E-004	-2,040212606384649E+000	2,040212619419900E+000	0,000000000000000E+000	4,547661691764825E-004
0,000000000000000E+000	1	8,890991628830065E+004	-6,205724165896787E-002	2,0807095E-002	2,040385000655399E+000	0,000000000000000E+000	-1,723812354997628E-004	-2,040384987617387E+000	2,040385000655399E+000	0,000000000000000E+000	4,547697559292037E-004
0,000000000000000E+000	1	8,891991628880356E+004	-6,167968780370136E-002	2,0807095E-002	2,040556333130137E+000	0,000000000000000E+000	-1,713324747379455E-004	-2,040556320089441E+000	2,040556333130137E+000	0,000000000000000E+000	4,547733208602602E-004
0,000000000000000E+000	1	8,892991628930648E+004	-6,131919411417425E-002	2,0728352E-002	2,040726664233465E+000	0,000000000000000E+000	-1,703311033277876E-004	-2,040726651190130E+000	2,040726664233465E+000	0,000000000000000E+000	4,547768515432496E-004
0,000000000000000E+000	1	8,893991628980939E+004	-6,093284655886357E-002	2,0728352E-002	2,040895922149085E+000	0,000000000000000E+000	-1,692579156201747E-004	-2,040895909103023E+000	2,040895922149085E+000	0,000000000000000E+000	4,547803599808269E-004
0,000000000000000E+000	1	8,894991629031231E+004	-6,058219041280609E-002	2,0728352E-002	2,041064206019806E+000	0,000000000000000E+000	-1,682838707210289E-004	-2,041064192971070E+000	2,041064206019806E+000	0,000000000000000E+000	4,547838482280592E-004
0,000000000000000E+000	1	8,895991629081522E+004	-6,021190660945795E-002	2,0767724E-002	2,041231461324355E+000	0,000000000000000E+000	-1,672553045488894E-004	-2,041231448273104E+000	2,041231461324355E+000	0,000000000000000E+000	4,547873217400853E-004
0,000000000000000E+000	1	8,896991629131814E+004	-5,986028563561344E-002	2,0807095E-002	2,041397739903927E+000	0,000000000000000E+000	-1,662785795724226E-004	-2,041397726850112E+000	2,041397739903927E+000	0,000000000000000E+000	4,547907815142656E-004
0,000000000000000E+000	1	8,897991629182105E+004	-5,951680090026255E-002	2,0728352E-002	2,041563064359187E+000	0,000000000000000E+000	-1,653244552595748E-004	-2,041563051302876E+000	2,041563064359187E+000	0,000000000000000E+000	4,547942084176938E-004
0,000000000000000E+000	1	8,898991629232396E+004	-5,915909945946991E-002	2,0610234E-002	2,041727395199283E+000	0,000000000000000E+000	-1,643308400962916E-004	-2,041727382140470E+000	2,041727395199283E+000	0,000000000000000E+000	4,547975953147236E-004
0,000000000000000E+000	1	8,899991629282688E+004	-5,882119111982703E-002	2,0807095E-002	2,041890787405056E+000	0,000000000000000E+000	-1,633922057723006E-004	-2,041890774343577E+000	2,041890787405056E+000	0,000000000000000E+000	4,548009950318504E-004
0,000000000000000E+000	1	8,900991629332979E+004	-5,849553040009119E-002	2,0807095E-002	2,042053274997672E+000	0,000000000000000E+000	-1,624875926164289E-004	-2,042053261933555E+000	2,042053274997672E+000	0,000000000000000E+000	4,548043759266055E-004
0,000000000000000E+000	1	8,901991629383271E+004	-5,815869717321392E-002	2,0767724E-002	2,042214826942389E+000	0,000000000000000E+000	-1,615519447169370E-004	-2,042214813875713E+000	2,042214826942389E+000	0,000000000000000E+000	4,548077309928279E-004
0,000000000000000E+000	1	8,902991629433562E+004	-5,781470439918895E-002	2,0885840E-002	2,042375423351575E+000	0,000000000000000E+000	-1,605964091854791E-004	-2,042375410282388E+000	2,042375423351575E+000	0,000000000000000E+000	4,548110851837441E-004
0,000000000000000E+000	1	8,903991629483853E+004	-5,749612443969518E-002	2,0688979E-002	2,042535134816383E+000	0,000000000000000E+000	-1,597114648090468E-004	-2,042535121744722E+000	2,042535134816383E+000	0,000000000000000E+000	4,548143894508784E-004
0,000000000000000E+000	1	8,904991629534145E+004	-5,717483111672021E-002	2,0846467E-002	2,042693953799695E+000	0,000000000000000E+000	-1,588189833114544E-004	-2,042693940725422E+000	2,042693953799695E+000	0,000000000000000E+000	4,548177002656468E-004
0,000000000000000E+000	1	8,905991629584436E+004	-5,686372971363235E-002	2,0728352E-002	2,042851908612398E+000	0,000000000000000E+000	-1,579548127038611E-004	-2,042851895535414E+000	2,042851908612398E+000	0,000000000000000E+000	4,548209744085333E-004
0,000000000000000E+000	1	8,906991629634728E+004	-5,653938038095223E-002	2,0688979E-002	2,043008962454688E+000	0,000000000000000E+000	-1,570538422899942E-004	-2,043008949375037E+000	2,043008962454688E+000	0,000000000000000E+000	4,548242236921713E-004
0,000000000000000E+000	1	8,907991629685019E+004	-5,622037116298448E-002	2,0767724E-002	2,043165130160217E+000	0,000000000000000E+000	-1,561677055288520E-004	-2,043165117077956E+000	2,043165130160217E+000	0,000000000000000E+000	4,548274669399995E-004
0,000000000000000E+000	1	8,908991629735311E+004	-5,590964390940893E-002	2,0728352E-002	2,043320434734443E+000	0,000000000000000E+000	-1,553045742255118E-004	-2,043320421649514E+000	2,043320434734443E+000	0,000000000000000E+000	4,548306861478111E-004
0,000000000000000E+000	1	8,909991629785602E+004	-5,560088964249189E-002	2,0767724E-002	2,043474881657884E+000	0,000000000000000E+000	-1,544469234409432E-004	-2,043474868570461E+000	2,043474881657884E+000	0,000000000000000E+000	4,548338936589117E-004
0,000000000000000E+000	1	8,910991629835893E+004	-5,527474059682713E-002	2,0728352E-002	2,043628422611708E+000	0,000000000000000E+000	-1,535409538240896E-004	-2,043628409521637E+000	2,043628422611708E+000	0,000000000000000E+000	4,548370763097796E-004
0,000000000000000E+000	1	8,911991629886185E+004	-5,498809110470403E-002	2,0807095E-002	2,043781167316903E+000	0,000000000000000E+000	-1,527447051948143E-004	-2,043781154224177E+000	2,043781167316903E+000	0,000000000000000E+000	4,548402544833518E-004
0,000000000000000E+000	1	8,912991629936476E+004	-5,468212111291052E-002	2,0767724E-002	2,043933062105411E+000	0,000000000000000E+000	-1,518947885082000E-004	-2,043933049010036E+000	2,043933062105411E+000	0,000000000000000E+000	4,548434089924181E-004
0,000000000000000E+000	1	8,913991629986768E+004	-5,437589116739284E-002	2,0728352E-002	2,044084106255139E+000	0,000000000000000E+000	-1,510441497278710E-004	-2,044084093157231E+000	2,044084106255139E+000	0,000000000000000E+000	4,548465398886530E-004
0,000000000000000E+000	1	8,914991630037059E+004	-5,409828761768757E-002	2,0728352E-002	2,044234379283856E+000	0,000000000000000E+000	-1,502730287176867E-004	-2,044234366183513E+000	2,044234379283856E+000	0,000000000000000E+000	4,548496548008205E-004
0,000000000000000E+000	1	8,915991630087351E+004	-5,379716148949534E-002	2,0728352E-002	2,044383815851065E+000	0,000000000000000E+000	-1,494365672084193E-004	-2,044383802748103E+000	2,044383815851065E+000	0,000000000000000E+000	4,548527523745197E-004
0,000000000000000E+000	1	8,916991630137642E+004	-5,350575871345496E-002	2,0688979E-002	2,044532442966077E+000	0,000000000000000E+000	-1,486271150120430E-004	-2,044532429860541E+000	2,044532442966077E+000	0,000000000000000E+000	4,548558273177744E-004
