"CycNr"	"time.s.ch"	"time.s.dc"	"Qch.mAh"	"Qdc.mAh"	"Qch.mAh.g"	"Qdc.mAh.g"	"CE"	"Ewe.endCH"	"Ewe.endDC"	"Edrop.ch"	"Edrop.dc"
49	2810243.5678329	2834991.16841428	1.38889458011294	1.37066921469477	193.130025740519	190.595733114756	0.98687779066955	0.025062259	1.1999934	0.956851131	0.0448838
50	2860312.63105551	2884887.20961884	1.38054480197047	1.36096370547449	191.968963633522	189.246152468121	0.985816399099811	0.024983516	1.2000722	0.954449484	0.0452382
51	2910033.4602418	2934436.23878721	1.37018379465174	1.35134660188748	190.528233977854	187.908864894317	0.986252068636494	0.024983516	1.199954	0.950945384	0.0457498999999999
52	2959430.53139431	2983680.49992378	1.36074306633893	1.3429042162092	189.21547192365	186.734925427129	0.986890361177643	0.025062259	1.2000722	0.947283811	0.0477973999999999
53	3008530.01851579	3032639.67703062	1.35219131029214	1.33511756447301	188.02632417328	185.65216776375	0.987373276481535	0.025022887	1.1999934	0.945472693	0.0486634000000001
54	3057359.64760911	3081324.00810879	1.34411626342277	1.32707372556503	186.903464287391	184.533647440038	0.987320637119336	0.024983516	1.1999147	0.942283584	0.0494509999999999
55	3105907.27867303	3129711.63331405	1.33599994357849	1.31830665758372	185.77486526851	183.314559908742	0.98675652189971	0.025022887	1.199954	0.939803163	0.0497265
56	3154131.15022508	3177808.14504759	1.3264978580779	1.31114337269335	184.453571310283	182.318483305757	0.988424794438192	0.025022887	1.199954	0.937913333	0.0495296000000001
57	3202117.90594553	3225672.27875343	1.32001223539618	1.30433342848128	183.551725703425	181.371539801332	0.988122226071492	0.024983516	1.2000327	0.934763624	0.0505925999999999
58	3249869.32363793	3273287.28842957	1.3130965200276	1.29674778221455	182.590074397219	180.316732561295	0.98754947746514	0.025022887	1.199954	0.932834363	0.0510651
59	3297355.71929874	3320646.48807521	1.30541853583685	1.28966608323953	181.522427287332	179.332000728573	0.987933025183205	0.024944143	1.199954	0.930235847	0.0524825
60	3344590.98492961	3367739.91368917	1.29794140850546	1.28186713056724	180.4827099361	178.247532582527	0.987615559660178	0.025062259	1.2000327	0.927676681	0.052325
61	3391538.71852621	3414559.62727051	1.2895144958126	1.27476159716368	179.310922034708	177.259486499851	0.988559338652783	0.02510163	1.2000327	0.9245663	0.0530336999999999
62	3438243.75609387	3461159.75482566	1.2828876846809	1.26892930657775	178.389443743433	176.448488712751	0.989119563411647	0.025022887	1.1999147	0.921889043	0.0531518999999998
63	3484741.90763687	3507552.58635611	1.27651190646731	1.26307541818386	177.502872344756	175.634487684608	0.989474059571732	0.024904773	1.2000327	0.920668497	0.0531516999999999
64	3531040.6811561	3553739.92786206	1.27090324429803	1.2567966308675	176.722970770775	174.76140316589	0.988900324636183	0.024904773	1.199954	0.919251157	0.0535455999999999
65	3577136.26465111	3599735.77534518	1.2649998333306	1.25135667707083	175.9020834778	174.004961005469	0.98921489481635	0.024983516	1.1999147	0.916967584	0.0543723999999999
66	3623019.74012084	3645502.19080095	1.25889857859883	1.24484259512607	175.05368540622	173.09915805132	0.988834697479439	0.024944143	1.1999934	0.914211557	0.0543330000000002
67	3668683.12956433	3691054.18823116	1.25255290560056	1.23855627826031	174.171300229515	172.225026525803	0.988825520041775	0.024983516	1.199954	0.914054104	0.0545298999999999
68	3714114.24098013	3736374.70563378	1.2457754438731	1.23252606568343	173.228873513606	171.386507082449	0.989364553415439	0.025022887	1.2000327	0.911061803	0.0550809999999999
69	3759333.23037064	3781491.17301207	1.23986757136487	1.22677020565706	172.407365829781	170.586137197672	0.989436480144898	0.024944143	1.1999934	0.908660157	0.0556323000000001
70	3804362.05173848	3826418.3543678	1.23420702510279	1.22113967176242	171.620249614516	169.803194293599	0.989412348921542	0.02510163	1.1999934	0.90743962	0.0564984000000002
71	3849189.06508227	3871146.79169983	1.22841886185147	1.21570336229028	170.815387867826	169.047258887615	0.989648889351939	0.025062259	1.1999147	0.905510431	0.0564590999999999
