"CycNr"	"time.s.ch"	"time.s.dc"	"Qch.mAh"	"Qdc.mAh"	"Qch.mAh.g"	"Qdc.mAh.g"	"CE"	"Ewe.endCH"	"Ewe.endDC"	"Edrop.ch"	"Edrop.dc"
106	5653240.26975349	5671120.19389914	1.03531804821538	1.03141677502105	137.082826642222	136.566272760152	0.996231811856217	0.025153736	1.1999837	0.743974944	0.0628051999999999
107	5689190.30789725	5706900.49817441	1.02542500646838	1.02157657643933	135.772923729676	135.263366625532	0.99624699026767	0.025153736	1.1999837	0.742596764	0.0634352
108	5724765.35633164	5742272.4467662	1.013583848493	1.00988864594735	134.205077589275	133.71580879806	0.996354319821548	0.025153736	1.1999837	0.741927404	0.0651283
109	5760007.84702368	5777387.9755566	1.00654398812538	1.00256247516551	133.272954402566	132.74577625495	0.996044372618741	0.025193112	1.1999049	0.742793658	0.0620174999999998
110	5795009.93390208	5812282.16051853	0.999620117930414	0.996327718396046	132.356189067251	131.920254008083	0.996706349266775	0.025271865	1.2000231	0.741218655	0.0655220999999999
111	5829698.45302338	5846774.9537915	0.988398730757236	0.985006149661607	130.870404602084	130.421204854235	0.996567598692655	0.025232488	1.1999049	0.741297372	0.0639863999999999
112	5864058.7843989	5880992.99727731	0.980633026827711	0.976700221275381	129.842175018565	129.321446047717	0.995989523659985	0.025193112	1.1999837	0.741061138	0.0655615000000001
113	5898095.15202556	5914858.42903642	0.970215210695763	0.966805855806627	128.462788572759	128.011367865823	0.996485980789055	0.025193112	1.1999443	0.739722358	0.0631988000000001
114	5931742.61595349	5948300.98712313	0.958142348841152	0.9549644038747	126.864263335472	126.443482803668	0.996683222518767	0.025193112	1.1999443	0.739367948	0.0618601000000001
115	5965027.16216271	5981429.3034533	0.949172848372634	0.945925976434665	125.676643280057	125.246736370032	0.99657926167659	0.025311241	1.1999837	0.738344179	0.0637896
116	5997979.54262921	6014219.33804565	0.939400923373426	0.936531609831493	124.382777010715	124.002861281892	0.996945592163536	0.025193112	1.1999837	0.737674758	0.0685935
117	6030695.71527887	6046857.89875544	0.934957279086597	0.932053776139087	123.79440967714	123.409967049201	0.996894507361506	0.025271865	1.2000231	0.738895445	0.0665064999999998
118	6063298.93601598	6079426.29151949	0.932764273321025	0.930005889489502	123.504041485737	123.138813570275	0.99704278571723	0.025193112	1.2000231	0.738659188	0.0637501999999999
119	6095830.85080827	6111917.63634331	0.930638299973499	0.927657111224225	123.222548821384	122.827820089272	0.996796619320998	0.025193112	1.1999837	0.738777318	0.0637896
120	6128052.98584071	6143879.90357709	0.91530518645621	0.912642547935843	121.192345111713	120.839794496636	0.997090982811235	0.025271865	1.2001019	0.738029145	0.0642621999999999
121	6160021.4110697	6175851.24080381	0.915448209252358	0.912817720186206	121.211282257843	120.862988439087	0.997126556107089	0.025153736	1.2000624	0.738068544	0.063947
122	6191770.5104686	6207384.0383703	0.902850353149688	0.900285488134639	119.543244375993	119.203639607367	0.997159147132079	0.025153736	1.1999837	0.738265414	0.0668609
123	6222843.60039132	6238010.70863903	0.877377306554061	0.874428864596867	116.170447739697	115.780054895315	0.996639482312605	0.025193112	1.2000231	0.738029168	0.0643802
124	6253636.6225311	6268967.88865155	0.88600059957563	0.88393407256633	117.31222768297	117.038606099481	0.99766757831734	0.025193112	1.2000231	0.737123468	0.0646952999999999
125	6284371.05471621	6299469.50901709	0.87333479027148	0.870458338420101	115.635192356369	115.254331469063	0.99670635833655	0.025232488	1.2000624	0.737674782	0.0646951
126	6314799.77313828	6329829.75749218	0.869124352779828	0.866508401847307	115.077703115502	114.731334239961	0.996990130440881	0.025153736	1.1999837	0.737162844	0.0648134
127	6345063.33768827	6359989.85412234	0.863206752113144	0.860510268606237	114.294174394326	113.937142483447	0.996876202021931	0.025271865	1.1999443	0.736335965	0.0693022000000001
128	6374935.3085417	6376474.34334918	0.847064952910322	0.0856123694798019	112.156895453204	11.3356331651509	0.101069427067732	0.025193112	0.41525429	0.735351548	-0.71586031
